order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
01a75ac3dd000b7628a684be97c29234,57ee2ef64f17a5f9a4bf30489b06326c,delivered,1/23/18 10:32,1/23/18 10:59,1/26/18 19:12,2/7/18 14:59,2/21/18 0:00
01855f880aae9a984c7c33b26fcf2e02,2e068340b3037f667ce3224bd59260af,delivered,10/19/17 15:08,10/19/17 15:35,10/23/17 13:14,10/24/17 15:57,10/31/17 0:00
00571ded73b3c061925584feab0db425,3c628393675b42c6b5ef89461f68ecef,delivered,5/18/17 20:59,5/18/17 21:10,5/22/17 15:50,5/30/17 9:12,6/12/17 0:00
00125cb692d04887809806618a2a145f,8afb90a97ee661103014329b1bcea1a2,delivered,3/23/17 12:21,3/23/17 13:05,3/27/17 8:58,4/7/17 15:32,4/20/17 0:00
011b142c9e082a5c1d10e0a88cd9c8e8,0c7a95280b3f80eadd81c829e093dbec,delivered,3/23/18 11:43,3/23/18 11:55,3/27/18 3:14,4/14/18 19:18,4/16/18 0:00
01835ef41c5ac66dd9ec6084fa1d0533,6a4ea2081853cd8dd8d7c69cdf86925a,delivered,5/11/17 21:36,5/11/17 21:45,5/16/17 8:54,5/23/17 22:13,6/1/17 0:00
0132451f29a10b66a5cf1bacc85f9afe,1c5b37d20011c637ad1a5b6d423c7483,delivered,11/8/17 17:08,11/9/17 17:08,11/10/17 18:48,11/17/17 18:58,12/7/17 0:00
0197cb265e2c84b9f89dfd784095d2f6,3971ac136496b4368c1431bb5bce0929,delivered,12/21/17 20:55,12/23/17 2:12,12/26/17 19:08,12/28/17 16:37,1/30/18 0:00
02610d88ac343ed64988d2706ce3ebfd,e7214f2cd8744c2d6d53e74e226ad9de,delivered,2/4/18 19:34,2/6/18 4:33,2/6/18 22:42,2/22/18 13:27,3/6/18 0:00
00bdcdda88e6b02977fc6ce3d412c600,45ba03e2c6bbb5dc48131ba32ec3ae5e,delivered,6/12/18 9:51,6/12/18 10:21,6/12/18 14:10,6/18/18 18:20,7/24/18 0:00
00946f674d880be1f188abc10ad7cf46,9583b047c90d4aa1c5c68b4065ba7f4e,delivered,12/9/17 19:11,12/9/17 19:30,12/11/17 18:47,12/17/17 10:19,1/5/18 0:00
00a0116ff15ff973ea16bee881208ae7,89a187407adfc8a32a4d6233a6a237d8,delivered,2/18/18 16:22,2/18/18 17:27,2/19/18 18:22,3/3/18 0:38,3/15/18 0:00
006dd93155bc2abd844cc5eed3a0fe7f,1b9506de3da8fd318853195b13fb2dda,delivered,12/2/17 1:20,12/2/17 1:29,12/6/17 0:22,12/7/17 20:43,1/3/18 0:00
029e3b4c8e64bea4ba22e456cd1930a3,95ec188041551055bfa8abedc15c9218,delivered,8/10/17 21:05,8/10/17 21:24,8/11/17 20:51,8/24/17 19:05,9/5/17 0:00
02671152ed141efc95384bdd230bc544,08ebd000e60012404de32cacee764799,delivered,11/26/17 21:33,11/26/17 21:53,11/28/17 14:23,12/12/17 19:33,12/20/17 0:00
00471463a6106056c1a2a809f70de640,fcad74a7e0dff27c33e36cbd78280bf9,delivered,9/21/17 22:00,9/21/17 22:46,10/4/17 14:45,10/12/17 12:29,10/20/17 0:00
02645c905eb7d1591a679f9bc3b669fd,7d81b5f1ff0e0a22a9496943f1df6cbd,delivered,1/26/18 16:09,1/27/18 2:41,1/29/18 17:19,1/30/18 14:48,2/9/18 0:00
027b013d2186e25c2b82beb3679d0833,752b19f57cd013e2bf4e3c62da5a29e5,shipped,4/11/18 15:49,4/11/18 16:10,4/13/18 20:05,,5/2/18 0:00
001c85b5f68d2be0cb0797afc9e8ce9a,48ed31e735f1c420ed6ca3637b7c744d,delivered,11/24/17 19:19,11/24/17 22:38,11/27/17 12:42,12/22/17 18:37,12/14/17 0:00
008fab5602c441d51f30b1464f5d4643,337e39b83fac394e62eb7876f45ee981,delivered,2/22/17 10:37,2/22/17 10:50,2/22/17 14:03,3/3/17 12:43,3/23/17 0:00
00a77f9cc25b05b2004752593d7b8888,acb6cc6ec99086b8b53c858a0731c189,delivered,6/22/17 19:53,6/22/17 20:05,6/23/17 12:33,7/7/17 21:45,7/14/17 0:00
02608b91ec6070ff5fcd4b63dd964232,d5f23b6e251fdf6e84267303b9b84561,delivered,2/23/18 14:59,2/23/18 15:46,2/28/18 19:04,3/1/18 20:37,3/9/18 0:00
01380d0df5b7dc8bd13f2266a57bd42c,c903ba1283fbd5c51a9bad4ec9fd8d97,delivered,4/17/17 19:32,4/17/17 19:45,4/18/17 9:48,4/21/17 11:24,5/8/17 0:00
00bd2cb7e9076e1ccc9f766fc01a4cfd,45016dcb53fa07cb0c050dc78b2d6f51,delivered,4/18/18 10:00,4/18/18 10:15,4/23/18 23:41,4/30/18 21:16,5/23/18 0:00
016fbc333d66b414be541c6159576c40,83fc79bfef5a8fb84c5d77f3748e0064,delivered,5/30/18 18:09,5/30/18 18:30,6/1/18 14:58,6/11/18 21:28,7/24/18 0:00
002f16b7bc4530031b7d90f791b12d8a,1eeffe21744883fbf61fbf138dbb8eee,delivered,7/2/18 16:51,7/2/18 17:11,7/3/18 16:35,7/6/18 18:14,7/25/18 0:00
011e6e76dd0cd56d26b5b0cb036e80a8,3a6fc4af206cad7a5eaca926cdffd0d7,delivered,4/8/18 17:34,4/8/18 17:50,4/9/18 19:02,4/11/18 20:53,4/19/18 0:00
00f2c876aa08fbba04199823952e96c1,eb4fea182012be623175b35ee37dfe50,delivered,4/6/17 10:21,4/7/17 3:15,4/10/17 12:04,4/18/17 14:10,5/9/17 0:00
00f57f2ccce2a2e3f393fe8f5e616e0d,c5e16ca2f4093350809b5f66c5cdfd32,delivered,7/8/18 22:01,7/8/18 22:15,7/11/18 14:28,7/16/18 15:38,7/30/18 0:00
00a174dbf11967d260033fa6ab711493,ae06f7ef9cae527f248b5401c5663265,delivered,11/27/17 10:29,11/27/17 10:56,11/29/17 20:03,12/19/17 19:33,12/20/17 0:00
0231382a78f19752dabca6a86b618152,02cb822eec8b6309e7ce715ccea3390d,delivered,3/9/17 21:17,3/9/17 21:17,3/16/17 9:30,3/23/17 12:42,3/28/17 0:00
00ab1aba567dfebdc39caa4e7ca2f1b2,f2a48c51664d5ca2d7401f95994bb8a9,delivered,9/1/17 14:01,9/1/17 14:15,9/5/17 21:11,9/12/17 14:07,10/3/17 0:00
00345f338696283410b7977d2e3efc89,3f9d223f86d2f243dd5a85fdc286c62a,delivered,8/20/18 11:06,8/20/18 15:12,8/21/18 13:18,8/30/18 21:13,9/11/18 0:00
019440e41e276668d99d996d5d1a22c1,477d0086341df0308127cef59628e7be,delivered,6/12/18 23:05,6/14/18 2:38,6/14/18 15:23,6/19/18 22:21,7/11/18 0:00
01bdc09119b132e176e5c8f2cf68b0ac,9b5f0ef5de7b703b77e1131e68263de9,delivered,8/16/18 15:59,8/17/18 15:50,8/20/18 14:06,8/27/18 20:42,9/12/18 0:00
01c4f4e08d9e8b7c5bd47e612285993f,51e4740dd528fe393562380ba49e41ec,delivered,11/24/17 0:31,11/25/17 4:30,11/28/17 16:39,12/4/17 22:36,12/14/17 0:00
02440f65dc09737b491463739c347446,53997caa650ff808a586d343b0789fd1,delivered,2/26/18 9:57,2/26/18 10:16,3/2/18 20:44,4/3/18 20:38,3/19/18 0:00
00042b26cf59d7ce69dfabb4e55b4fd9,58dbd0b2d70206bf40e62cd34e84d795,delivered,2/4/17 13:57,2/4/17 14:10,2/16/17 9:46,3/1/17 16:42,3/17/17 0:00
01f80c40f143af17e50622fe26ca76c4,6909938bdfdc79e0e6a5eeeb781566ab,delivered,5/20/18 14:26,5/20/18 14:59,5/21/18 12:42,6/2/18 12:27,6/19/18 0:00
02564f320004c61ebf621191f06365a9,29880b59222c463f415962d277f449df,delivered,2/18/18 17:02,2/18/18 18:06,2/22/18 12:59,3/2/18 17:03,3/9/18 0:00
00fdb72e467da6f3b000b19b368a6cf6,299735fa1daa3e83ee1048309d22f9da,delivered,10/24/17 21:31,10/24/17 21:49,10/27/17 20:47,10/31/17 22:18,11/24/17 0:00
013a98b3a668bcef05b98898177f6923,60c23b4f05e926f24472f5ae2ec6b89c,delivered,8/11/18 23:17,8/11/18 23:30,8/13/18 14:06,8/17/18 14:38,9/17/18 0:00
